SMITH,2501922.00
JOHNSON,2014470.00
WILLIAMS,1738413.00
JONES,1544427.00
BROWN,1544427.00
DAVIS,1193760.00
MILLER,1054488.00
WILSON,843093.00
MOORE,775944.00
TAYLOR,773457.00
ANDERSON,773457.00
THOMAS,773457.00
JACKSON,770970.00
WHITE,693873.00
HARRIS,683925.00
MARTIN,678951.00
THOMPSON,669003.00
GARCIA,631698.00
MARTINEZ,581958.00
ROBINSON,579471.00
CLARK,574497.00
RODRIGUEZ,569523.00
LEWIS,562062.00
LEE,547140.00
WALKER,544653.00
HALL,497400.00
ALLEN,494913.00
YOUNG,479991.00
HERNANDEZ,477504.00
KING,472530.00
WRIGHT,470043.00
LOPEZ,465069.00
HILL,465069.00
SCOTT,460095.00
GREEN,455121.00
ADAMS,432738.00
BAKER,425277.00
GONZALEZ,412842.00
NELSON,402894.00
CARTER,402894.00
MITCHELL,397920.00
PEREZ,385485.00
ROBERTS,380511.00
TURNER,378024.00
PHILLIPS,370563.00
CAMPBELL,370563.00
PARKER,363102.00
EVANS,350667.00
EDWARDS,340719.00
COLLINS,333258.00
STEWART,330771.00
SANCHEZ,323310.00
MORRIS,310875.00
ROGERS,305901.00
REED,303414.00
COOK,298440.00
MORGAN,293466.00
BELL,290979.00
MURPHY,290979.00
BAILEY,286005.00
RIVERA,281031.00
COOPER,281031.00
RICHARDSON,278544.00
COX,273570.00
HOWARD,273570.00
WARD,268596.00
TORRES,268596.00
PETERSON,266109.00
GRAY,263622.00
RAMIREZ,261135.00
JAMES,261135.00
WATSON,256161.00
BROOKS,256161.00
KELLY,253674.00
SANDERS,248700.00
PRICE,246213.00
BENNETT,246213.00
WOOD,243726.00
BARNES,241239.00
ROSS,238752.00
HENDERSON,236265.00
COLEMAN,236265.00
JENKINS,236265.00
PERRY,233778.00
POWELL,231291.00
LONG,228804.00
PATTERSON,228804.00
HUGHES,228804.00
FLORES,228804.00
WASHINGTON,228804.00
BUTLER,226317.00
SIMMONS,226317.00
FOSTER,226317.00
GONZALES,216369.00
BRYANT,216369.00
ALEXANDER,211395.00
RUSSELL,211395.00
GRIFFIN,208908.00
DIAZ,208908.00
HAYES,206421.00
MYERS,206421.00
FORD,203934.00
HAMILTON,203934.00
GRAHAM,203934.00
SULLIVAN,201447.00
WALLACE,201447.00
WOODS,198960.00
COLE,198960.00
WEST,198960.00
JORDAN,193986.00
OWENS,193986.00
REYNOLDS,193986.00
FISHER,191499.00
ELLIS,191499.00
HARRISON,189012.00
GIBSON,186525.00
MCDONALD,186525.00
CRUZ,186525.00
MARSHALL,186525.00
ORTIZ,186525.00
GOMEZ,186525.00
MURRAY,184038.00
FREEMAN,184038.00
WELLS,181551.00
WEBB,179064.00
SIMPSON,174090.00
STEVENS,174090.00
TUCKER,174090.00
PORTER,171603.00
HUNTER,171603.00
HICKS,171603.00
CRAWFORD,169116.00
HENRY,169116.00
BOYD,169116.00
MASON,169116.00
MORALES,166629.00
KENNEDY,166629.00
WARREN,166629.00
DIXON,164142.00
RAMOS,164142.00
REYES,164142.00
BURNS,161655.00
GORDON,161655.00
SHAW,161655.00
HOLMES,161655.00
RICE,159168.00
ROBERTSON,159168.00
HUNT,156681.00
BLACK,156681.00
DANIELS,154194.00
PALMER,154194.00
MILLS,151707.00
NICHOLS,149220.00
GRANT,149220.00
KNIGHT,149220.00
FERGUSON,146733.00
ROSE,146733.00
STONE,146733.00
HAWKINS,146733.00
DUNN,144246.00
PERKINS,144246.00
HUDSON,144246.00
SPENCER,141759.00
GARDNER,141759.00
STEPHENS,141759.00
PAYNE,141759.00
PIERCE,139272.00
BERRY,139272.00
MATTHEWS,139272.00
ARNOLD,139272.00
WAGNER,136785.00
WILLIS,136785.00
RAY,136785.00
WATKINS,136785.00
OLSON,136785.00
CARROLL,136785.00
DUNCAN,136785.00
SNYDER,136785.00
HART,134298.00
CUNNINGHAM,134298.00
BRADLEY,134298.00
LANE,134298.00
ANDREWS,134298.00
RUIZ,134298.00
HARPER,134298.00
FOX,131811.00
RILEY,131811.00
ARMSTRONG,131811.00
CARPENTER,131811.00
WEAVER,131811.00
GREENE,131811.00
LAWRENCE,129324.00
ELLIOTT,129324.00
CHAVEZ,129324.00
SIMS,129324.00
AUSTIN,129324.00
PETERS,129324.00
KELLEY,129324.00
FRANKLIN,126837.00
LAWSON,126837.00
FIELDS,126837.00
GUTIERREZ,126837.00
RYAN,126837.00
SCHMIDT,126837.00
CARR,126837.00
VASQUEZ,126837.00
CASTILLO,126837.00
WHEELER,126837.00
CHAPMAN,124350.00
OLIVER,124350.00
MONTGOMERY,121863.00
RICHARDS,121863.00
WILLIAMSON,121863.00
JOHNSTON,121863.00
BANKS,119376.00
MEYER,119376.00
BISHOP,119376.00
MCCOY,119376.00
HOWELL,119376.00
ALVAREZ,119376.00
MORRISON,119376.00
HANSEN,116889.00
FERNANDEZ,116889.00
GARZA,116889.00
HARVEY,116889.00
LITTLE,114402.00
BURTON,114402.00
STANLEY,114402.00
NGUYEN,114402.00
GEORGE,114402.00
JACOBS,114402.00
REID,114402.00
KIM,111915.00
FULLER,111915.00
LYNCH,111915.00
DEAN,111915.00
GILBERT,111915.00
GARRETT,111915.00
ROMERO,111915.00
WELCH,109428.00
LARSON,109428.00
FRAZIER,109428.00
BURKE,109428.00
HANSON,106941.00
DAY,106941.00
MENDOZA,106941.00
MORENO,106941.00
BOWMAN,106941.00
MEDINA,104454.00
FOWLER,104454.00
BREWER,104454.00
HOFFMAN,104454.00
CARLSON,104454.00
SILVA,104454.00
PEARSON,104454.00
HOLLAND,104454.00
DOUGLAS,101967.00
FLEMING,101967.00
JENSEN,101967.00
VARGAS,101967.00
BYRD,101967.00
DAVIDSON,101967.00
HOPKINS,101967.00
MAY,99480.00
TERRY,99480.00
HERRERA,99480.00
WADE,99480.00
SOTO,99480.00
WALTERS,99480.00
CURTIS,99480.00
NEAL,96993.00
CALDWELL,96993.00
LOWE,96993.00
JENNINGS,96993.00
BARNETT,96993.00
GRAVES,96993.00
JIMENEZ,96993.00
HORTON,96993.00
SHELTON,96993.00
BARRETT,96993.00
OBRIEN,96993.00
CASTRO,96993.00
SUTTON,94506.00
GREGORY,94506.00
MCKINNEY,94506.00
LUCAS,94506.00
MILES,94506.00
CRAIG,94506.00
RODRIQUEZ,92019.00
CHAMBERS,92019.00
HOLT,92019.00
LAMBERT,92019.00
FLETCHER,92019.00
WATTS,92019.00
BATES,92019.00
HALE,92019.00
RHODES,92019.00
PENA,92019.00
BECK,92019.00
NEWMAN,89532.00
HAYNES,89532.00
MCDANIEL,89532.00
MENDEZ,89532.00
BUSH,89532.00
VAUGHN,89532.00
PARKS,87045.00
DAWSON,87045.00
SANTIAGO,87045.00
NORRIS,87045.00
HARDY,87045.00
LOVE,87045.00
STEELE,87045.00
CURRY,87045.00
POWERS,87045.00
SCHULTZ,87045.00
BARKER,87045.00
GUZMAN,84558.00
PAGE,84558.00
MUNOZ,84558.00
BALL,84558.00
KELLER,84558.00
CHANDLER,84558.00
WEBER,84558.00
LEONARD,84558.00
WALSH,82071.00
LYONS,82071.00
RAMSEY,82071.00
WOLFE,82071.00
SCHNEIDER,82071.00
MULLINS,82071.00
BENSON,82071.00
SHARP,82071.00
BOWEN,82071.00
DANIEL,82071.00
BARBER,79584.00
CUMMINGS,79584.00
HINES,79584.00
BALDWIN,79584.00
GRIFFITH,79584.00
VALDEZ,79584.00
HUBBARD,79584.00
SALAZAR,79584.00
REEVES,79584.00
WARNER,77097.00
STEVENSON,77097.00
BURGESS,77097.00
SANTOS,77097.00
TATE,77097.00
CROSS,77097.00
GARNER,77097.00
MANN,77097.00
MACK,77097.00
MOSS,77097.00
THORNTON,77097.00
DENNIS,77097.00
MCGEE,77097.00
FARMER,74610.00
DELGADO,74610.00
AGUILAR,74610.00
VEGA,74610.00
GLOVER,74610.00
MANNING,74610.00
COHEN,74610.00
HARMON,74610.00
RODGERS,74610.00
ROBBINS,74610.00
NEWTON,74610.00
TODD,74610.00
BLAIR,74610.00
HIGGINS,74610.00
INGRAM,74610.00
REESE,74610.00
CANNON,74610.00
STRICKLAND,74610.00
TOWNSEND,74610.00
POTTER,74610.00
GOODWIN,74610.00
WALTON,74610.00
ROWE,72123.00
HAMPTON,72123.00
ORTEGA,72123.00
PATTON,72123.00
SWANSON,72123.00
JOSEPH,72123.00
FRANCIS,72123.00
GOODMAN,72123.00
MALDONADO,72123.00
YATES,72123.00
BECKER,72123.00
ERICKSON,72123.00
HODGES,72123.00
RIOS,72123.00
CONNER,72123.00
ADKINS,72123.00
WEBSTER,69636.00
NORMAN,69636.00
MALONE,69636.00
HAMMOND,69636.00
FLOWERS,69636.00
COBB,69636.00
MOODY,69636.00
QUINN,69636.00
BLAKE,69636.00
MAXWELL,69636.00
POPE,69636.00
FLOYD,67149.00
OSBORNE,67149.00
PAUL,67149.00
MCCARTHY,67149.00
GUERRERO,67149.00
LINDSEY,67149.00
ESTRADA,67149.00
SANDOVAL,67149.00
GIBBS,67149.00
TYLER,67149.00
GROSS,67149.00
FITZGERALD,67149.00
STOKES,67149.00
DOYLE,67149.00
SHERMAN,67149.00
SAUNDERS,67149.00
WISE,67149.00
COLON,67149.00
GILL,67149.00
ALVARADO,67149.00
GREER,64662.00
PADILLA,64662.00
SIMON,64662.00
WATERS,64662.00
NUNEZ,64662.00
BALLARD,64662.00
SCHWARTZ,64662.00
MCBRIDE,64662.00
HOUSTON,64662.00
CHRISTENSEN,64662.00
KLEIN,64662.00
PRATT,64662.00
BRIGGS,64662.00
PARSONS,64662.00
MCLAUGHLIN,64662.00
ZIMMERMAN,64662.00
FRENCH,64662.00
BUCHANAN,64662.00
MORAN,64662.00
COPELAND,62175.00
ROY,62175.00
PITTMAN,62175.00
BRADY,62175.00
MCCORMICK,62175.00
HOLLOWAY,62175.00
BROCK,62175.00
POOLE,62175.00
FRANK,62175.00
LOGAN,62175.00
OWEN,62175.00
BASS,62175.00
MARSH,62175.00
DRAKE,62175.00
WONG,62175.00
JEFFERSON,62175.00
PARK,62175.00
MORTON,62175.00
ABBOTT,62175.00
SPARKS,62175.00
PATRICK,59688.00
NORTON,59688.00
HUFF,59688.00
CLAYTON,59688.00
MASSEY,59688.00
LLOYD,59688.00
FIGUEROA,59688.00
CARSON,59688.00
BOWERS,59688.00
ROBERSON,59688.00
BARTON,59688.00
TRAN,59688.00
LAMB,59688.00
HARRINGTON,59688.00
CASEY,59688.00
BOONE,59688.00
CORTEZ,59688.00
CLARKE,59688.00
MATHIS,59688.00
SINGLETON,59688.00
WILKINS,59688.00
CAIN,59688.00
BRYAN,59688.00
UNDERWOOD,59688.00
HOGAN,59688.00
MCKENZIE,57201.00
COLLIER,57201.00
LUNA,57201.00
PHELPS,57201.00
MCGUIRE,57201.00
ALLISON,57201.00
BRIDGES,57201.00
WILKERSON,57201.00
NASH,57201.00
SUMMERS,57201.00
ATKINS,57201.00
WILCOX,57201.00
PITTS,57201.00
CONLEY,57201.00
MARQUEZ,57201.00
BURNETT,57201.00
RICHARD,57201.00
COCHRAN,57201.00
CHASE,57201.00
DAVENPORT,57201.00
HOOD,57201.00
GATES,57201.00
CLAY,57201.00
AYALA,57201.00
SAWYER,57201.00
ROMAN,57201.00
VAZQUEZ,57201.00
DICKERSON,57201.00
HODGE,54714.00
ACOSTA,54714.00
FLYNN,54714.00
ESPINOZA,54714.00
NICHOLSON,54714.00
MONROE,54714.00
WOLF,54714.00
MORROW,54714.00
KIRK,54714.00
RANDALL,54714.00
ANTHONY,54714.00
WHITAKER,54714.00
OCONNOR,54714.00
SKINNER,54714.00
WARE,54714.00
MOLINA,54714.00
KIRBY,54714.00
HUFFMAN,54714.00
BRADFORD,54714.00
CHARLES,54714.00
GILMORE,54714.00
DOMINGUEZ,54714.00
ONEAL,54714.00
BRUCE,54714.00
LANG,52227.00
COMBS,52227.00
KRAMER,52227.00
HEATH,52227.00
HANCOCK,52227.00
GALLAGHER,52227.00
GAINES,52227.00
SHAFFER,52227.00
SHORT,52227.00
WIGGINS,52227.00
MATHEWS,52227.00
MCCLAIN,52227.00
FISCHER,52227.00
WALL,52227.00
SMALL,52227.00
MELTON,52227.00
HENSLEY,52227.00
BOND,52227.00
DYER,52227.00
CAMERON,52227.00
GRIMES,52227.00
CONTRERAS,52227.00
CHRISTIAN,52227.00
WYATT,52227.00
BAXTER,52227.00
SNOW,52227.00
MOSLEY,52227.00
SHEPHERD,52227.00
LARSEN,52227.00
HOOVER,52227.00
BEASLEY,49740.00
GLENN,49740.00
PETERSEN,49740.00
WHITEHEAD,49740.00
MEYERS,49740.00
KEITH,49740.00
GARRISON,49740.00
VINCENT,49740.00
SHIELDS,49740.00
HORN,49740.00
SAVAGE,49740.00
OLSEN,49740.00
SCHROEDER,49740.00
HARTMAN,49740.00
WOODARD,49740.00
MUELLER,49740.00
KEMP,49740.00
DELEON,49740.00
BOOTH,49740.00
PATEL,49740.00
CALHOUN,49740.00
WILEY,49740.00
EATON,49740.00
CLINE,49740.00
NAVARRO,49740.00
HARRELL,49740.00
LESTER,49740.00
HUMPHREY,49740.00
PARRISH,49740.00
DURAN,49740.00
HUTCHINSON,49740.00
HESS,49740.00
DORSEY,49740.00
BULLOCK,49740.00
ROBLES,49740.00
BEARD,47253.00
DALTON,47253.00
AVILA,47253.00
