MARY,3991060.00
PATRICIA,1628911.00
LINDA,1571224.00
BARBARA,1487729.00
ELIZABETH,1422451.00
JENNIFER,1414861.00
MARIA,1256979.00
SUSAN,1205364.00
MARGARET,1165894.00
DOROTHY,1103652.00
LISA,1068736.00
NANCY,1015603.00
KAREN,1012567.00
BETTY,1011048.00
HELEN,1006494.00
SANDRA,954879.00
DONNA,885047.00
CAROL,857721.00
RUTH,853167.00
SHARON,792443.00
MICHELLE,787889.00
LAURA,774226.00
SARAH,771190.00
KIMBERLY,765118.00
DEBORAH,749937.00
JESSICA,743864.00
SHIRLEY,731720.00
CYNTHIA,711985.00
ANGELA,710466.00
MELISSA,701358.00
BRENDA,690731.00
AMY,684659.00
ANNA,667960.00
REBECCA,652779.00
VIRGINIA,652779.00
KATHLEEN,643670.00
PAMELA,631526.00
MARTHA,625453.00
DEBRA,619381.00
AMANDA,613309.00
STEPHANIE,607236.00
CAROLYN,584465.00
CHRISTINE,579911.00
JANET,575356.00
MARIE,575356.00
CATHERINE,566248.00
FRANCES,561694.00
ANN,552585.00
JOYCE,552585.00
DIANE,544995.00
ALICE,541958.00
JULIE,528296.00
HEATHER,511597.00
TERESA,510078.00
DORIS,508560.00
GLORIA,508560.00
EVELYN,488825.00
CHERYL,478199.00
JEAN,478199.00
KATHERINE,475162.00
MILDRED,475162.00
JOAN,464536.00
ASHLEY,459981.00
JUDITH,450873.00
ROSE,449355.00
JANICE,432656.00
KELLY,429620.00
NICOLE,426583.00
JUDY,418993.00
CHRISTINA,417475.00
KATHY,412921.00
THERESA,411403.00
BEVERLY,405330.00
DENISE,400776.00
TAMMY,393185.00
IRENE,382559.00
JANE,379523.00
LORI,376486.00
RACHEL,367378.00
MARILYN,365860.00
ANDREA,358269.00
KATHRYN,355233.00
LOUISE,347643.00
SARA,347643.00
ANNE,346125.00
JACQUELINE,346125.00
WANDA,343089.00
BONNIE,338534.00
JULIA,338534.00
RUBY,335498.00
LOIS,333980.00
TINA,333980.00
PHYLLIS,332462.00
NORMA,330944.00
PAULA,329426.00
ANNIE,327908.00
DIANA,327908.00
LILLIAN,320317.00
EMILY,315763.00
PEGGY,315763.00
ROBIN,315763.00
CRYSTAL,314245.00
GLADYS,311209.00
RITA,309691.00
DAWN,306654.00
CONNIE,303618.00
FLORENCE,303618.00
EDNA,299064.00
TRACY,299064.00
CARMEN,296028.00
TIFFANY,296028.00
ROSA,294510.00
CINDY,291473.00
GRACE,286919.00
WENDY,280847.00
VICTORIA,273256.00
EDITH,271738.00
KIM,270220.00
SHERRY,270220.00
JOSEPHINE,268702.00
SYLVIA,268702.00
SHANNON,265666.00
SHEILA,265666.00
THELMA,265666.00
ETHEL,264148.00
ELAINE,262630.00
ELLEN,262630.00
MARJORIE,262630.00
CARRIE,259594.00
CHARLOTTE,256557.00
ESTHER,252003.00
MONICA,252003.00
EMMA,250485.00
PAULINE,250485.00
JUANITA,248967.00
ANITA,245931.00
RHONDA,245931.00
HAZEL,244413.00
AMBER,242895.00
EVA,241376.00
DEBBIE,238340.00
APRIL,233786.00
LESLIE,233786.00
CLARA,232268.00
JAMIE,232268.00
LUCILLE,232268.00
ELEANOR,227714.00
JOANNE,227714.00
DANIELLE,226196.00
VALERIE,226196.00
MEGAN,223159.00
ALICIA,221641.00
GAIL,220123.00
MICHELE,220123.00
SUZANNE,220123.00
BERTHA,217087.00
